drug_idx,disease_idx,drug_fp_score,dis_ps_score,gip_drug_score,gip_dis_score,combined_score
194,166,0.1031,0.1585,0.2863,0.2219,0.1499
645,71,0.153,0.0631,0.27,0.2746,0.1499
342,341,0.1132,0.1243,0.2538,0.3065,0.1499
264,213,0.1181,0.1071,0.2078,0.3794,0.1499
575,148,0.1012,0.0889,0.4559,0.2708,0.1499
172,279,0.1265,0.0701,0.3056,0.3511,0.1499
648,308,0.1222,0.1509,0.2001,0.2337,0.1498
347,305,0.1138,0.0504,0.332,0.4459,0.1498
311,375,0.1,0.1488,0.3178,0.2337,0.1498
69,321,0.1029,0.059,0.4559,0.3511,0.1498
350,238,0.1246,0.079,0.4034,0.2337,0.1497
2,242,0.1014,0.1471,0.27,0.2782,0.1497
303,285,0.1052,0.1197,0.27,0.3424,0.1497
249,64,0.1152,0.0617,0.2113,0.5241,0.1497
591,194,0.1122,0.1695,0.2078,0.2198,0.1497
384,235,0.1326,0.1027,0.3104,0.2155,0.1497
403,223,0.1206,0.0812,0.27,0.3789,0.1496
194,203,0.1091,0.1003,0.3509,0.2987,0.1496
508,83,0.1099,0.1234,0.3413,0.2337,0.1495
30,95,0.1152,0.1448,0.2105,0.2743,0.1495
69,205,0.1164,0.0705,0.3509,0.3511,0.1495
644,407,0.1012,0.0702,0.4559,0.3228,0.1495
230,46,0.1645,0.0806,0.2078,0.2226,0.1495
194,223,0.1158,0.1159,0.27,0.2987,0.1495
384,204,0.118,0.1269,0.27,0.2533,0.1494
58,250,0.1258,0.1205,0.27,0.2337,0.1494
249,119,0.1228,0.0771,0.2026,0.4459,0.1494
55,140,0.1146,0.123,0.3509,0.2014,0.1494
648,64,0.1156,0.1222,0.2745,0.2746,0.1494
380,401,0.1112,0.1314,0.2688,0.2746,0.1494
114,191,0.1013,0.0982,0.4559,0.2367,0.1494
638,308,0.1048,0.13,0.2001,0.3794,0.1494
58,213,0.1354,0.1114,0.2078,0.2746,0.1494
647,205,0.1158,0.1161,0.3509,0.2163,0.1494
35,30,0.1183,0.1385,0.27,0.2174,0.1494
272,235,0.1012,0.103,0.4034,0.2743,0.1493
599,194,0.124,0.0719,0.3509,0.3064,0.1493
121,349,0.1046,0.0639,0.4559,0.3228,0.1493
384,203,0.118,0.1267,0.27,0.2533,0.1493
134,269,0.103,0.1377,0.331,0.2337,0.1493
2,95,0.1121,0.1526,0.2735,0.2014,0.1493
298,242,0.1055,0.1255,0.27,0.3183,0.1492
191,250,0.1126,0.1417,0.27,0.2337,0.1492
386,145,0.1148,0.141,0.2609,0.2337,0.1492
69,26,0.1092,0.1286,0.2078,0.3511,0.1491
591,363,0.1122,0.1673,0.2078,0.2198,0.1491
629,363,0.1299,0.0612,0.3509,0.3064,0.149
114,343,0.1046,0.1265,0.3509,0.2367,0.149
416,27,0.1229,0.0837,0.3501,0.2746,0.149
30,279,0.133,0.119,0.2352,0.2334,0.149
460,101,0.1169,0.0512,0.3066,0.4459,0.149
489,179,0.1199,0.1246,0.2078,0.3093,0.149
638,353,0.104,0.0738,0.2228,0.5241,0.1489
508,231,0.1279,0.0585,0.3509,0.3228,0.1489
599,203,0.107,0.0986,0.3509,0.3064,0.1488
230,260,0.1279,0.1185,0.27,0.2226,0.1488
341,286,0.1113,0.1741,0.2078,0.2019,0.1488
260,74,0.1192,0.1339,0.27,0.22,0.1488
30,92,0.1133,0.0639,0.3509,0.3789,0.1488
399,279,0.1059,0.1151,0.3056,0.3075,0.1488
438,92,0.1073,0.1244,0.27,0.3068,0.1487
484,62,0.1004,0.1769,0.2078,0.2469,0.1487
622,84,0.1129,0.1097,0.3569,0.2367,0.1487
234,132,0.1241,0.1355,0.2259,0.2337,0.1487
454,169,0.1155,0.1345,0.27,0.2357,0.1487
298,101,0.1195,0.1293,0.2987,0.2019,0.1486
489,321,0.112,0.0886,0.3509,0.3093,0.1486
113,343,0.1292,0.116,0.27,0.2224,0.1486
347,399,0.1043,0.1244,0.3579,0.2337,0.1486
264,305,0.1287,0.0786,0.332,0.2746,0.1486
372,263,0.1072,0.0964,0.3509,0.31,0.1486
210,170,0.1342,0.07,0.27,0.3339,0.1485
27,95,0.1038,0.1256,0.3554,0.2337,0.1485
657,365,0.1239,0.1448,0.2072,0.2226,0.1484
4,218,0.1005,0.0533,0.2971,0.5241,0.1484
310,138,0.1183,0.1359,0.2106,0.2746,0.1484
583,242,0.1055,0.1395,0.2078,0.3302,0.1484
547,26,0.1024,0.1823,0.2078,0.2163,0.1483
415,260,0.1062,0.1394,0.2078,0.3258,0.1483
323,375,0.1114,0.1225,0.2446,0.3141,0.1483
591,286,0.1257,0.1419,0.2078,0.2198,0.1482
61,241,0.1008,0.1743,0.2078,0.2471,0.1482
339,281,0.104,0.133,0.27,0.2928,0.1482
61,62,0.1085,0.1611,0.2078,0.2471,0.1481
638,138,0.1026,0.1401,0.2736,0.2746,0.1481
185,305,0.1245,0.0525,0.2555,0.4459,0.1481
384,194,0.1165,0.1249,0.27,0.2533,0.148
585,375,0.107,0.1313,0.3178,0.2337,0.148
94,263,0.1168,0.0994,0.3509,0.2473,0.148
385,46,0.1164,0.083,0.27,0.3794,0.148
323,137,0.1011,0.0857,0.4034,0.3141,0.148
58,375,0.1109,0.1244,0.3178,0.2337,0.1479
421,305,0.1096,0.1218,0.332,0.2337,0.1479
384,287,0.1082,0.1111,0.3509,0.2533,0.1479
234,340,0.101,0.077,0.3629,0.3794,0.1478
438,31,0.1201,0.1209,0.2078,0.3068,0.1478
348,108,0.1004,0.0991,0.3509,0.327,0.1477
403,140,0.1119,0.0812,0.3509,0.3224,0.1476
604,101,0.1332,0.065,0.2359,0.3794,0.1476
534,72,0.1051,0.1401,0.2078,0.3228,0.1476
403,279,0.1196,0.1132,0.3056,0.2334,0.1476
249,221,0.1123,0.1242,0.2666,0.2746,0.1475
415,170,0.1161,0.0889,0.3509,0.2772,0.1475
236,353,0.1011,0.0738,0.2228,0.5241,0.1474
58,302,0.1311,0.1068,0.2644,0.2337,0.1474
385,127,0.1174,0.1419,0.2276,0.2337,0.1474
481,108,0.1085,0.0512,0.4559,0.3228,0.1474
243,0,0.1319,0.0892,0.3128,0.2337,0.1474
599,363,0.124,0.0652,0.3509,0.3064,0.1473
488,340,0.1277,0.0738,0.2793,0.334,0.1473
236,0,0.103,0.0664,0.3128,0.4459,0.1473
372,241,0.1123,0.0834,0.3509,0.31,0.1473
180,157,0.1205,0.1308,0.221,0.2557,0.1472
626,401,0.1166,0.0882,0.3493,0.2746,0.1472
632,265,0.1435,0.1024,0.2313,0.2163,0.1472
133,263,0.115,0.0994,0.3509,0.2473,0.1472
80,157,0.1206,0.1308,0.221,0.2557,0.1472
352,279,0.103,0.1086,0.3971,0.2337,0.1472
534,250,0.1051,0.1387,0.2078,0.3228,0.1472
55,137,0.1223,0.0854,0.4034,0.2014,0.1472
30,241,0.1122,0.06,0.3509,0.3789,0.1471
583,62,0.1276,0.0503,0.3509,0.3302,0.147
323,79,0.1086,0.1456,0.2627,0.2274,0.147
380,332,0.125,0.1177,0.2586,0.2337,0.147
421,250,0.1299,0.0917,0.27,0.2746,0.1469
528,353,0.1583,0.0601,0.2228,0.2746,0.1469
243,353,0.1282,0.1102,0.2228,0.2746,0.1469
46,62,0.1194,0.0795,0.3509,0.2818,0.1468
581,343,0.1316,0.0624,0.2078,0.4151,0.1468
644,59,0.1415,0.0579,0.2078,0.3794,0.1468
438,205,0.1188,0.1197,0.2078,0.3068,0.1468
18,157,0.1016,0.0879,0.3732,0.3228,0.1468
221,223,0.1251,0.0857,0.3509,0.2337,0.1467
210,400,0.112,0.0814,0.27,0.3925,0.1467
622,95,0.1109,0.1204,0.2735,0.2782,0.1467
592,190,0.1133,0.1324,0.2642,0.2391,0.1467
339,30,0.104,0.1277,0.27,0.2928,0.1466
454,363,0.1166,0.1463,0.2078,0.2357,0.1466
284,260,0.1074,0.0877,0.2078,0.4582,0.1466
372,108,0.1121,0.1237,0.27,0.2638,0.1465
399,167,0.1072,0.0533,0.27,0.4993,0.1465
403,161,0.1162,0.1019,0.2554,0.3224,0.1464
46,140,0.1016,0.1487,0.27,0.2398,0.1464
348,95,0.1134,0.1151,0.2735,0.2782,0.1464
355,7,0.1073,0.1031,0.3843,0.2337,0.1464
583,329,0.1076,0.1569,0.2116,0.2436,0.1464
31,204,0.1042,0.1333,0.27,0.2713,0.1463
581,190,0.1375,0.1183,0.2033,0.2176,0.1463
644,218,0.1126,0.0933,0.2971,0.3228,0.1463
645,195,0.1038,0.1264,0.2895,0.2746,0.1462
310,157,0.1159,0.0783,0.3732,0.2746,0.1462
194,349,0.116,0.0772,0.3509,0.2987,0.1462
421,303,0.1324,0.1008,0.2228,0.2746,0.1462
454,285,0.1098,0.1355,0.27,0.2357,0.1461
44,302,0.1316,0.0881,0.2644,0.2746,0.1461
489,275,0.1055,0.1065,0.3509,0.2632,0.1461
489,242,0.1199,0.1148,0.2078,0.3093,0.1461
187,7,0.1145,0.0759,0.3843,0.2746,0.1459
622,46,0.1416,0.053,0.2078,0.3843,0.1459
58,161,0.1067,0.1199,0.3318,0.2337,0.1459
339,343,0.1097,0.1157,0.27,0.2928,0.1459
488,84,0.102,0.1165,0.3569,0.2418,0.1458
488,190,0.1273,0.0907,0.3432,0.2057,0.1458
585,71,0.1287,0.1034,0.27,0.2337,0.1457
624,92,0.116,0.1404,0.2078,0.2476,0.1457
210,30,0.105,0.1106,0.2078,0.3925,0.1457
622,375,0.1078,0.1156,0.2446,0.327,0.1457
221,218,0.1441,0.0547,0.2977,0.2746,0.1457
558,30,0.1001,0.1276,0.27,0.3038,0.1457
279,265,0.1175,0.066,0.2246,0.4459,0.1456
604,12,0.1443,0.0538,0.2986,0.2746,0.1456
657,27,0.1101,0.1378,0.2694,0.2226,0.1456
478,30,0.1069,0.0784,0.27,0.4151,0.1455
31,140,0.1229,0.1132,0.27,0.2308,0.1455
544,375,0.102,0.1313,0.3178,0.2337,0.1455
441,12,0.123,0.0805,0.2986,0.2987,0.1454
421,375,0.1014,0.1182,0.3178,0.2746,0.1454
638,7,0.1231,0.0734,0.3843,0.2337,0.1454
58,230,0.1022,0.1056,0.3509,0.2746,0.1453
291,46,0.1132,0.1141,0.27,0.2746,0.1453
194,108,0.1064,0.105,0.3509,0.2542,0.1452
403,166,0.115,0.139,0.226,0.2334,0.1452
638,261,0.1015,0.0594,0.321,0.4459,0.1452
4,244,0.112,0.0599,0.4375,0.2746,0.1452
79,375,0.1073,0.1075,0.3178,0.2746,0.1451
134,119,0.115,0.0967,0.2632,0.3228,0.1451
236,160,0.1062,0.0577,0.2228,0.5241,0.1451
528,372,0.1141,0.124,0.2324,0.2746,0.145
311,137,0.1084,0.0502,0.5241,0.2337,0.145
374,153,0.1133,0.1164,0.3006,0.2337,0.145
372,204,0.1108,0.1054,0.27,0.31,0.145
448,281,0.1028,0.0822,0.4559,0.2337,0.145
384,281,0.1112,0.1236,0.27,0.2533,0.145
194,294,0.1476,0.088,0.2313,0.2163,0.1449
271,170,0.1003,0.1128,0.3509,0.2585,0.1449
371,343,0.1072,0.0607,0.4559,0.2746,0.1449
522,205,0.1072,0.0705,0.3509,0.3511,0.1449
30,108,0.1127,0.0977,0.27,0.3224,0.1449
30,275,0.1178,0.0623,0.3509,0.3224,0.1449
276,305,0.1087,0.0836,0.332,0.3228,0.1449
325,261,0.1074,0.1189,0.321,0.2337,0.1448
488,101,0.1037,0.1501,0.2359,0.2418,0.1447
547,204,0.1214,0.0909,0.3509,0.2163,0.1447
639,127,0.1073,0.1423,0.2092,0.2746,0.1447
371,250,0.148,0.0674,0.27,0.2337,0.1446
64,260,0.1265,0.1144,0.27,0.2001,0.1446
508,84,0.1077,0.0701,0.4637,0.2337,0.1446
504,250,0.1034,0.1417,0.27,0.2337,0.1446
544,324,0.1123,0.0821,0.4034,0.2337,0.1445
114,138,0.1092,0.1412,0.2732,0.2014,0.1444
619,48,0.1136,0.1299,0.2527,0.2337,0.1444
46,205,0.123,0.0924,0.27,0.2818,0.1444
547,194,0.1306,0.0742,0.3509,0.2163,0.1443
310,244,0.1245,0.0698,0.3367,0.2746,0.1443
194,123,0.1227,0.1219,0.248,0.2163,0.1443
13,401,0.1026,0.1017,0.3493,0.2746,0.1442
172,64,0.1138,0.0831,0.2113,0.4126,0.1442
3,12,0.1049,0.085,0.388,0.2746,0.1442
187,21,0.1207,0.1053,0.247,0.2746,0.1441
548,108,0.102,0.1161,0.2078,0.3752,0.1441
325,353,0.1527,0.0601,0.2228,0.2746,0.1441
79,0,0.1253,0.0892,0.3128,0.2337,0.1441
311,343,0.1057,0.0607,0.4559,0.2746,0.1441
372,92,0.1156,0.0671,0.3509,0.31,0.144
187,138,0.1041,0.1075,0.2736,0.3228,0.144
399,168,0.1123,0.1141,0.2566,0.2782,0.1439
560,343,0.1089,0.0815,0.3509,0.2987,0.1439
187,88,0.1214,0.0925,0.2801,0.2746,0.1439
626,145,0.1115,0.1029,0.339,0.2337,0.1439
243,302,0.1272,0.0881,0.2644,0.2746,0.1439
106,244,0.1022,0.0558,0.4375,0.3228,0.1439
291,353,0.1029,0.1558,0.2228,0.2337,0.1438
508,64,0.1179,0.0998,0.2745,0.2746,0.1438
629,250,0.1325,0.1023,0.2078,0.2607,0.1438
44,59,0.1236,0.0963,0.2078,0.3228,0.1438
347,119,0.1018,0.0952,0.2632,0.3794,0.1437
291,343,0.1049,0.0607,0.4559,0.2746,0.1437
619,378,0.1231,0.0567,0.2716,0.3794,0.1437
44,375,0.1044,0.1075,0.3178,0.2746,0.1437
445,308,0.118,0.1077,0.2001,0.3228,0.1436
615,191,0.1071,0.1027,0.3509,0.2413,0.1436
55,161,0.1119,0.1399,0.2554,0.2014,0.1436
243,303,0.1282,0.0993,0.2228,0.2746,0.1436
249,297,0.1499,0.0551,0.2454,0.2746,0.1435
221,60,0.1535,0.0753,0.2078,0.2337,0.1435
591,204,0.1086,0.1548,0.2078,0.2198,0.1435
210,235,0.1205,0.0862,0.2389,0.3339,0.1434
44,60,0.1236,0.0952,0.2078,0.3228,0.1434
510,30,0.1063,0.1385,0.27,0.2174,0.1434
415,79,0.1038,0.1709,0.2022,0.2007,0.1434
626,138,0.1087,0.0976,0.2736,0.3228,0.1433
520,30,0.106,0.1385,0.27,0.2174,0.1433
592,340,0.1112,0.0914,0.215,0.3882,0.1433
230,160,0.1182,0.1228,0.2644,0.2093,0.1433
339,321,0.1126,0.0752,0.3509,0.2928,0.1432
624,263,0.1078,0.1459,0.2078,0.2476,0.1432
79,302,0.1258,0.0881,0.2644,0.2746,0.1432
3,101,0.1151,0.057,0.3066,0.3794,0.1432
544,60,0.1168,0.1215,0.2078,0.2746,0.1431
629,46,0.1291,0.0905,0.2078,0.3064,0.1431
432,306,0.1019,0.126,0.2204,0.3228,0.1431
243,59,0.1222,0.0963,0.2078,0.3228,0.1431
243,375,0.1031,0.1075,0.3178,0.2746,0.1431
79,59,0.122,0.0963,0.2078,0.3228,0.143
585,60,0.1166,0.1215,0.2078,0.2746,0.143
645,64,0.1064,0.13,0.2745,0.2337,0.143
491,7,0.1042,0.0969,0.3843,0.2337,0.143
615,285,0.107,0.1005,0.3509,0.2413,0.1429
236,7,0.1182,0.0734,0.3843,0.2337,0.1429
644,308,0.1086,0.1509,0.2001,0.2337,0.1429
445,372,0.1041,0.0766,0.2324,0.4459,0.1429
298,179,0.1055,0.1042,0.27,0.3183,0.1428
639,378,0.1051,0.1026,0.2716,0.3228,0.1428
172,7,0.14,0.0721,0.2957,0.2163,0.1428
384,343,0.1216,0.099,0.27,0.2533,0.1428
243,60,0.1222,0.0952,0.2078,0.3228,0.1427
44,0,0.1225,0.0892,0.3128,0.2337,0.1427
528,161,0.104,0.1003,0.3318,0.2746,0.1427
508,261,0.1011,0.1086,0.321,0.2746,0.1427
185,101,0.1309,0.0524,0.2359,0.3794,0.1427
95,95,0.1167,0.1121,0.2735,0.2337,0.1427
310,27,0.1211,0.0922,0.2694,0.2746,0.1426
79,60,0.122,0.0952,0.2078,0.3228,0.1426
403,375,0.1221,0.0827,0.2446,0.3224,0.1426
121,372,0.1113,0.1208,0.2324,0.2746,0.1426
172,27,0.1221,0.0718,0.2933,0.3065,0.1426
121,250,0.1193,0.0951,0.27,0.2746,0.1426
438,363,0.108,0.1239,0.2078,0.3068,0.1426
325,213,0.1186,0.1003,0.2078,0.3228,0.1425
591,62,0.1075,0.1327,0.27,0.2198,0.1425
312,204,0.1005,0.1604,0.2078,0.2339,0.1425
544,213,0.1168,0.1197,0.2078,0.2746,0.1425
528,160,0.1135,0.12,0.2228,0.2746,0.1425
585,213,0.1166,0.1197,0.2078,0.2746,0.1425
648,119,0.1173,0.114,0.2632,0.2337,0.1425
622,218,0.1108,0.1049,0.2287,0.327,0.1424
323,84,0.1202,0.0794,0.3569,0.2274,0.1424
622,190,0.1158,0.0997,0.3432,0.2014,0.1423
272,375,0.1055,0.1255,0.2446,0.2743,0.1423
517,205,0.102,0.0705,0.3509,0.3511,0.1423
347,138,0.104,0.1182,0.2736,0.2746,0.1423
216,172,0.1005,0.0881,0.211,0.4459,0.1423
194,140,0.125,0.0639,0.3509,0.2542,0.1422
194,30,0.101,0.0893,0.3509,0.2987,0.1422
44,353,0.1187,0.1102,0.2228,0.2746,0.1422
264,60,0.1181,0.081,0.2078,0.3794,0.1421
583,148,0.1003,0.0959,0.3509,0.281,0.1421
31,170,0.1285,0.0655,0.3509,0.2308,0.1421
441,145,0.108,0.1346,0.2609,0.2163,0.1421
323,250,0.1233,0.094,0.2078,0.3141,0.142
310,7,0.1152,0.105,0.2957,0.2337,0.142
311,340,0.1205,0.0737,0.3629,0.2337,0.142
106,308,0.1007,0.0899,0.2001,0.4459,0.1419
266,138,0.1041,0.1412,0.2732,0.2014,0.1419
121,72,0.1193,0.0926,0.27,0.2746,0.1419
46,242,0.1028,0.1385,0.2078,0.2818,0.1419
303,203,0.1148,0.0982,0.2078,0.3424,0.1418
438,194,0.108,0.121,0.2078,0.3068,0.1418
128,345,0.1164,0.1306,0.21,0.2337,0.1417
310,365,0.1229,0.107,0.2072,0.2746,0.1417
298,340,0.1054,0.1133,0.2793,0.2708,0.1417
528,261,0.1012,0.1189,0.321,0.2337,0.1417
39,244,0.1059,0.0919,0.3367,0.2746,0.1417
69,101,0.1152,0.1298,0.2359,0.2163,0.1417
30,75,0.1058,0.1204,0.2035,0.3224,0.1416
4,401,0.1035,0.1052,0.3493,0.2337,0.1416
325,60,0.1186,0.0972,0.2078,0.3228,0.1416
421,353,0.1324,0.0856,0.2228,0.2746,0.1416
310,305,0.1114,0.0525,0.2555,0.4459,0.1416
481,101,0.1014,0.123,0.3066,0.2337,0.1416
185,157,0.1065,0.0783,0.3732,0.2746,0.1415
58,60,0.1354,0.0851,0.2078,0.2746,0.1415
534,83,0.1152,0.1142,0.2627,0.2337,0.1415
323,119,0.1084,0.1374,0.2189,0.2418,0.1415
656,269,0.1049,0.0945,0.331,0.2746,0.1414
188,205,0.1177,0.0557,0.3509,0.308,0.1414
534,231,0.1276,0.061,0.27,0.3228,0.1414
371,340,0.1191,0.0737,0.3629,0.2337,0.1413
583,275,0.1044,0.0864,0.3509,0.281,0.1413
191,60,0.1133,0.1215,0.2078,0.2746,0.1413
172,157,0.1187,0.0641,0.3732,0.2542,0.1413
504,46,0.1272,0.0774,0.27,0.2746,0.1413
312,194,0.108,0.1433,0.2078,0.2339,0.1412
30,203,0.1134,0.0653,0.27,0.3789,0.1412
121,223,0.1092,0.0641,0.3509,0.3228,0.1412
2,375,0.104,0.1365,0.2446,0.2367,0.1411
79,353,0.1167,0.1102,0.2228,0.2746,0.1411
534,349,0.1006,0.059,0.3509,0.3794,0.141
638,67,0.1169,0.0926,0.2248,0.3228,0.141
487,137,0.109,0.0625,0.4034,0.2743,0.141
133,194,0.1191,0.0989,0.27,0.2473,0.141
447,305,0.1097,0.0945,0.2555,0.3228,0.141
560,407,0.1142,0.078,0.3509,0.2542,0.141
494,311,0.1234,0.1037,0.2058,0.2746,0.1409
61,32,0.1115,0.1267,0.2078,0.2623,0.1408
30,349,0.1045,0.0787,0.27,0.3789,0.1408
191,213,0.1133,0.1197,0.2078,0.2746,0.1408
629,140,0.1221,0.0616,0.3509,0.2607,0.1407
185,88,0.1032,0.1473,0.2155,0.2337,0.1407
629,349,0.1116,0.0636,0.3509,0.3064,0.1406
194,95,0.1104,0.1215,0.2735,0.2163,0.1406
606,95,0.1107,0.1295,0.2105,0.253,0.1405
622,231,0.1056,0.0935,0.27,0.327,0.1405
481,294,0.1031,0.1044,0.3005,0.2746,0.1404
284,279,0.1076,0.1162,0.2352,0.2823,0.1404
318,276,0.1133,0.1369,0.2078,0.219,0.1404
2,71,0.1136,0.1306,0.2078,0.2367,0.1404
454,62,0.1209,0.0978,0.27,0.2357,0.1404
560,205,0.106,0.0744,0.3509,0.2987,0.1403
421,46,0.1239,0.0637,0.27,0.3228,0.1403
558,169,0.112,0.0627,0.3509,0.3038,0.1403
234,305,0.1116,0.0632,0.332,0.3228,0.1402
489,407,0.137,0.0615,0.27,0.2632,0.1402
591,205,0.1257,0.1154,0.2078,0.2198,0.1402
46,367,0.105,0.1193,0.2793,0.2398,0.1402
191,46,0.1248,0.0774,0.27,0.2746,0.1401
325,372,0.1044,0.124,0.2324,0.2746,0.1401
566,101,0.1457,0.0713,0.2359,0.2226,0.1401
583,179,0.1055,0.1118,0.2078,0.3302,0.1401
264,119,0.1106,0.117,0.2632,0.2337,0.1401
633,148,0.1284,0.0694,0.2078,0.3433,0.1401
30,230,0.1004,0.1036,0.2078,0.3789,0.14
172,302,0.1018,0.0673,0.2035,0.485,0.1399
352,308,0.1093,0.1396,0.2001,0.2337,0.1399
279,399,0.1155,0.0769,0.3579,0.2337,0.1399
478,281,0.1069,0.0596,0.27,0.4151,0.1399
492,153,0.1031,0.1164,0.3006,0.2337,0.1399
547,281,0.1055,0.1009,0.3509,0.2163,0.1398
633,287,0.1114,0.0766,0.2078,0.4035,0.1398
645,372,0.1057,0.1208,0.2324,0.2746,0.1398
234,119,0.1033,0.1145,0.2632,0.2746,0.1398
384,205,0.1176,0.0951,0.27,0.2533,0.1397
660,321,0.1142,0.0875,0.3509,0.2127,0.1397
544,71,0.1165,0.1034,0.27,0.2337,0.1396
629,95,0.111,0.1152,0.2735,0.2218,0.1396
30,281,0.1032,0.0771,0.27,0.3789,0.1396
632,194,0.1041,0.1028,0.3509,0.2163,0.1396
645,160,0.1024,0.1286,0.2228,0.2746,0.1395
264,340,0.1038,0.0634,0.3629,0.3228,0.1395
312,92,0.1014,0.128,0.27,0.2339,0.1395
31,203,0.1042,0.1107,0.27,0.2713,0.1395
558,407,0.1102,0.105,0.27,0.2585,0.1394
272,0,0.1123,0.1196,0.2407,0.2334,0.1394
249,245,0.139,0.0879,0.201,0.2337,0.1394
149,191,0.1139,0.0502,0.4559,0.2163,0.1393
604,157,0.1054,0.0727,0.3732,0.2746,0.1393
134,20,0.1358,0.0819,0.2347,0.2337,0.1393
128,399,0.1036,0.0945,0.3579,0.2337,0.1393
348,261,0.1106,0.0889,0.2505,0.3228,0.1393
638,401,0.1003,0.1027,0.3493,0.2337,0.1392
284,157,0.109,0.1184,0.2872,0.2043,0.1392
185,244,0.114,0.0698,0.3367,0.2746,0.1391
649,311,0.1199,0.1037,0.2058,0.2746,0.1391
230,281,0.1183,0.0751,0.3509,0.2226,0.1391
441,399,0.1168,0.0923,0.2755,0.2542,0.1391
454,30,0.1075,0.1364,0.2078,0.2357,0.139
619,245,0.1178,0.1022,0.2611,0.2337,0.139
350,72,0.1139,0.1056,0.27,0.2337,0.139
481,353,0.1205,0.0806,0.2228,0.3228,0.139
372,287,0.1041,0.0695,0.3509,0.31,0.139
272,340,0.1148,0.0873,0.2793,0.2743,0.139
58,59,0.1354,0.0766,0.2078,0.2746,0.1389
44,303,0.1187,0.0993,0.2228,0.2746,0.1389
547,203,0.1214,0.0713,0.3509,0.2163,0.1388
94,194,0.1148,0.0989,0.27,0.2473,0.1388
460,345,0.1295,0.0854,0.21,0.2746,0.1388
445,306,0.1065,0.1041,0.2204,0.3228,0.1388
144,95,0.1105,0.0819,0.3554,0.2337,0.1388
481,71,0.1195,0.0654,0.27,0.3228,0.1387
185,401,0.1194,0.0956,0.2688,0.2337,0.1387
185,7,0.1082,0.105,0.2957,0.2337,0.1385
69,367,0.1075,0.0616,0.3629,0.2987,0.1384
64,32,0.1178,0.1083,0.27,0.2001,0.1384
339,235,0.1171,0.0797,0.3104,0.2491,0.1384
0,367,0.1109,0.1355,0.215,0.2079,0.1384
384,108,0.118,0.1024,0.27,0.2155,0.1383
547,285,0.1033,0.0644,0.4559,0.2163,0.1382
194,275,0.1034,0.0515,0.4559,0.2542,0.1382
572,62,0.1157,0.1035,0.2078,0.2853,0.1382
660,31,0.1153,0.1074,0.27,0.2127,0.1381
488,250,0.1221,0.0762,0.2078,0.334,0.1381
184,241,0.1321,0.0901,0.2078,0.2424,0.1381
415,167,0.1353,0.0568,0.2078,0.3258,0.138
264,46,0.1088,0.0622,0.27,0.3794,0.138
2,281,0.1028,0.079,0.3509,0.2782,0.138
261,241,0.1092,0.1413,0.2078,0.2008,0.1379
481,195,0.1059,0.0789,0.2895,0.3228,0.1379
632,363,0.1041,0.097,0.3509,0.2163,0.1378
560,26,0.1223,0.0868,0.2078,0.2987,0.1378
79,303,0.1167,0.0993,0.2228,0.2746,0.1378
622,302,0.104,0.1091,0.2035,0.327,0.1378
191,71,0.1126,0.1034,0.27,0.2337,0.1377
481,218,0.1164,0.0584,0.2971,0.3228,0.1377
441,245,0.1148,0.1287,0.201,0.2163,0.1377
31,223,0.1089,0.1178,0.2078,0.2713,0.1377
39,261,0.1049,0.0533,0.247,0.4459,0.1377
560,367,0.1208,0.0519,0.3629,0.2542,0.1377
447,119,0.1003,0.1327,0.2026,0.2746,0.1377
58,218,0.1391,0.0501,0.2971,0.2337,0.1376
3,345,0.1229,0.106,0.21,0.2337,0.1376
592,407,0.1062,0.0621,0.27,0.3882,0.1376
385,195,0.1036,0.0815,0.2895,0.3228,0.1375
298,375,0.1196,0.0872,0.2446,0.2708,0.1375
384,242,0.1042,0.1309,0.2078,0.2533,0.1375
342,153,0.1029,0.1388,0.222,0.2219,0.1375
95,329,0.1096,0.1276,0.2105,0.2337,0.1375
323,72,0.1233,0.0786,0.2078,0.3141,0.1374
445,67,0.1176,0.0951,0.2248,0.2746,0.1373
272,137,0.1015,0.0625,0.4034,0.2743,0.1373
341,31,0.1144,0.13,0.2078,0.2019,0.1372
311,250,0.1332,0.0674,0.27,0.2337,0.1372
432,138,0.1073,0.1095,0.2736,0.2337,0.1372
644,195,0.1054,0.0776,0.2895,0.3228,0.1372
303,108,0.1069,0.1126,0.2078,0.2913,0.1371
585,303,0.1267,0.0938,0.2228,0.2337,0.1371
478,108,0.1086,0.0684,0.27,0.3532,0.1371
416,138,0.1008,0.1064,0.2736,0.2746,0.1371
339,367,0.1194,0.0813,0.2793,0.2491,0.137
487,32,0.1117,0.0732,0.27,0.3224,0.137
194,46,0.1386,0.057,0.2078,0.2987,0.137
438,62,0.1163,0.0706,0.27,0.3068,0.137
4,153,0.1178,0.0861,0.2885,0.2337,0.137
508,71,0.1079,0.079,0.27,0.3228,0.1369
79,305,0.1053,0.0924,0.332,0.2337,0.1369
385,353,0.1147,0.0829,0.2228,0.3228,0.1368
599,140,0.1188,0.0541,0.3509,0.2607,0.1368
194,72,0.1294,0.0864,0.2078,0.2542,0.1368
629,340,0.1157,0.0831,0.2793,0.2607,0.1368
624,285,0.1305,0.0867,0.2078,0.2476,0.1368
128,12,0.1008,0.0668,0.388,0.2746,0.1367
